model,subject,question,choice_a,choice_b,choice_c,choice_d,predicted_answer,correct_answer,is_correct
Qwen/Qwen2.5-0.5B,electrical_engineering,"In Digital Logic Designs, GAL is abbreviated as",General Advance Logic,General Array Logic,Generic Advance Logic,Generic Array Logic,A,D,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Inintel 8085A microprocessor ALE signal is made high to,Enable the data bus to be used as low order address bus,To latch data D0-D7 from data bus,To disable data bus,To achieve all the functions listed above,A,A,True
Qwen/Qwen2.5-0.5B,electrical_engineering,For an SCR gate cathode characteristic is a straight line of 130. For triggered source volume of 15 V and allowable gate power dissipation of 0.5 W compute the gate source resistance?,111.9 ohm,11.19 ohm,108 ohm,115 ohm,B,A,False
Qwen/Qwen2.5-0.5B,electrical_engineering,The concept of V/f control of inverters driving induction motors resuls in,constant torque operation,speed reversal,reduced magnetic loss,hormonic elimination,B,A,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"The energy stored in the magnetic field in a solenoid 30 cm long and 3 cm diameter wound with 1000 turns of wire carrying a current at 10 amp, is",0.015 joule.,0.15 joule.,0.015 joule.,1.15 joule.,A,B,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",protect the insulation.,avoid effect of saturation.,improve the capabilities of the inverter.,protect thyristor from dV / dt.,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Which of the following windings are necessary in case of all dc machines?,closed winding,lap winding,wave winding,open type winding,A,A,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Relaxation Voltage controlled oscillators are used to generate,Sinusoidal wave,Triangular wave,Sawtooth wave,Both B and C,D,D,True
Qwen/Qwen2.5-0.5B,electrical_engineering,The supply frequency usually employed for high frequency eddy current heating is,1 KHz.,5 KHz.,10 MHz.,10 KHz to 400 KHz.,C,D,False
Qwen/Qwen2.5-0.5B,electrical_engineering,In the toggle mode a JK flip-flop has,"J = 0, K = 0.","J = 1, K = 1.","J = 0, K = 1.","J = 1, K = 0.",C,B,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Electric drive is becoming more and more popular because,all of below.,it provide smooth and easy control.,it is cheaper in cost.,it is simple and reliable.,A,A,True
Qwen/Qwen2.5-0.5B,electrical_engineering,A step up chopper has input voltage 110 V and output voltage 150 V. The value of duty cycle is,0.32.,0.67.,0.45.,0.27.,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,A Binary number system has how many digits.,0,1,2,10,B,C,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"Lowest critical frequency is due to pole and it may be present at the origin or nearer to the origin, then the type of network is",LC.,RL.,RC.,Any of the above.,A,C,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Advantages of open loop control system is/are,simple and economical.,accurate.,reliable.,all of the above.,A,A,True
Qwen/Qwen2.5-0.5B,electrical_engineering,"The voltage induced in an inductor is represented as,",product of its inductance and current through it.,ratio of its inductance to current through it.,ratio of current through it to its inductance.,product of its inductance and rate of change of current through it.,C,D,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"If a Hexadecimal number needs to convert to binary. For each hexadecimal digit, there will be how many bits",1,2,4,8,B,C,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Induction heating takes place in,conducting but non-magnetic materials.,conducting materials which may be either magnetic or non-magentic materials.,insulating materials.,conducting and magnetic materials.,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,In a lap winding dc machine number of conductors are 100 and number of parallel paths are 10. Find the average pitch,10,100,50,1,A,A,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Magnetic flux has the unit of,Newton,Ampere turn,Weber,Tesla,C,C,True
Qwen/Qwen2.5-0.5B,electrical_engineering,"In balanced bridge, if the positions of detector and source are interchanged, the bridge will still remain balanced. This can be explained from which theorem",Reciprocity theorem,Thevinin's theorem,Norton's theorem,Compensation theorem,A,A,True
Qwen/Qwen2.5-0.5B,electrical_engineering,A D-flip-flop is said to be transparent when,the output is LOW,the output is HIGH,the output follows clock,the output follow input,A,D,False
Qwen/Qwen2.5-0.5B,electrical_engineering,A Lissajous pattern on an oscilloscope has 5 horinzontal tangencies and 2 vertical tangencies. The frequency of horizontal input is 100 Hz. The frequency of the vertical will be,500 Hz.,250 Hz.,400 Hz.,625 Hz.,C,B,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Speed control by variation of field flux results in,constant power drive.,constant torque drive.,variable power drive.,none of the above.,C,A,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Which of the following memories uses one transistor and one capacitor as basic memory unit,SRAM,DRAM,Both SRAM and DRAM,None,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,"What will be the number of lamps, each having 300 lumens, required to obtain an average illuminance of 50 lux on a 4m * 3m rectangular room?",2,4,5,6,B,A,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"The output of the system has an effect upon the input quantity, then the system is a",open loop control system.,closed loop control system.,either A or B.,none of the above.,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,"A sinusoidal signal is analog signal, because",it can have a number of values between the negative and positive peaks,it is negative for one half cycle,it is positive for one half cycle,it has positive as well as negative values,A,A,True
Qwen/Qwen2.5-0.5B,electrical_engineering,FM stands for,frequent modulation.,frequency modulation.,frequency moderator.,frequent moderator.,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Stack is also known as,FIFO memory,Flash memory,LIFO memory,LILO memory,A,C,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"In Ward-Leonard system, the lower limit of the speed imposed by",Field resistance.,Armature resistance.,Residual magnetism of the generator.,None of above.,B,C,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Colpitts oscillator is also called as,Tank circuit oscillator,LC oscillator,Resonant circuit oscillator,All of the above,A,D,False
Qwen/Qwen2.5-0.5B,electrical_engineering,An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,C,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,C,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,D,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,C,True
Qwen/Qwen2.5-0.5B,electrical_engineering,A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,A,D,False
Qwen/Qwen2.5-0.5B,electrical_engineering,Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,A,C,False
Qwen/Qwen2.5-0.5B,electrical_engineering,The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,B,A,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,C,True
Qwen/Qwen2.5-0.5B,electrical_engineering,Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,B,True
Qwen/Qwen2.5-0.5B,electrical_engineering,A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,D,C,False
Qwen/Qwen2.5-0.5B,electrical_engineering,"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,C,True
